hour,biomasse,wasserkraft,wind_offshore,wind_onshore,photovoltaik,sonstige_erneuerbare,braunkohle,steinkohle,erdgas,pumpspeicher,sonstige_konventionelle
440,1,1,0.2564,0.1652,0.1530,1,1,1,1,1,1
441,1,1,0.25,0.141,0.2390,1,1,1,1,1,1
442,1,1,0.2414,0.1213,0.3110,1,1,1,1,1,1
443,1,1,0.2381,0.1115,0.3560,1,1,1,1,1,1
444,1,1,0.2393,0.1085,0.3710,1,1,1,1,1,1
445,1,1,0.25,0.1104,0.3480,1,1,1,1,1,1
446,1,1,0.2772,0.1168,0.2960,1,1,1,1,1,1
447,1,1,0.3128,0.1265,0.2250,1,1,1,1,1,1
448,1,1,0.33,0.1315,0.1360,1,1,1,1,1,1
449,1,1,0.3172,0.1229,0.0580,1,1,1,1,1,1
450,1,1,0.2869,0.0954,0.0050,1,1,1,1,1,1
451,1,1,0.2436,0.0917,0,1,1,1,1,1,1
452,1,1,0.2037,0.108,0,1,1,1,1,1,1
453,1,1,0.1793,0.1158,0,1,1,1,1,1,1
454,1,1,0.17,0.1253,0,1,1,1,1,1,1
455,1,1,0.1738,0.1418,0,1,1,1,1,1,1
456,1,1,0.1863,0.1585,0,1,1,1,1,1,1
457,1,1,0.2059,0.1748,0,1,1,1,1,1,1
458,1,1,0.2284,0.1958,0,1,1,1,1,1,1
459,1,1,0.2478,0.2168,0,1,1,1,1,1,1
460,1,1,0.2666,0.2401,0,1,1,1,1,1,1
461,1,1,0.2839,0.2624,0,1,1,1,1,1,1
462,1,1,0.2914,0.2648,0.0260,1,1,1,1,1,1
463,1,1,0.2945,0.2085,0.0980,1,1,1,1,1,1
464,1,1,0.2984,0.1728,0.2200,1,1,1,1,1,1
465,1,1,0.2936,0.1553,0.3770,1,1,1,1,1,1
466,1,1,0.2715,0.1372,0.5080,1,1,1,1,1,1
467,1,1,0.2452,0.1232,0.5910,1,1,1,1,1,1
468,1,1,0.2339,0.116,0.6120,1,1,1,1,1,1
469,1,1,0.2455,0.1161,0.5710,1,1,1,1,1,1
470,1,1,0.2666,0.1216,0.4890,1,1,1,1,1,1
471,1,1,0.2881,0.1287,0.3700,1,1,1,1,1,1
472,1,1,0.3004,0.1291,0.2360,1,1,1,1,1,1
473,1,1,0.307,0.1248,0.1080,1,1,1,1,1,1
474,1,1,0.3103,0.1226,0.0150,1,1,1,1,1,1
475,1,1,0.3063,0.1189,0,1,1,1,1,1,1
476,1,1,0.2997,0.117,0,1,1,1,1,1,1
477,1,1,0.2979,0.1262,0,1,1,1,1,1,1
478,1,1,0.3066,0.1402,0,1,1,1,1,1,1
479,1,1,0.322,0.1482,0,1,1,1,1,1,1
480,1,1,0.3527,0.1587,0,1,1,1,1,1,1
481,1,1,0.39,0.1683,0,1,1,1,1,1,1
482,1,1,0.4214,0.1807,0,1,1,1,1,1,1
483,1,1,0.4268,0.1934,0,1,1,1,1,1,1
484,1,1,0.3941,0.2067,0,1,1,1,1,1,1
485,1,1,0.3613,0.2194,0,1,1,1,1,1,1
486,1,1,0.3338,0.224,0.0540,1,1,1,1,1,1
487,1,1,0.3091,0.1826,0.1760,1,1,1,1,1,1
488,1,1,0.2961,0.1362,0.3330,1,1,1,1,1,1
489,1,1,0.2904,0.11,0.4630,1,1,1,1,1,1
490,1,1,0.2986,0.0904,0.5550,1,1,1,1,1,1
491,1,1,0.3196,0.0766,0.6070,1,1,1,1,1,1
492,1,1,0.3488,0.0665,0.6100,1,1,1,1,1,1
493,1,1,0.3748,0.0603,0.5690,1,1,1,1,1,1
494,1,1,0.3873,0.0572,0.4950,1,1,1,1,1,1
495,1,1,0.3895,0.0539,0.3830,1,1,1,1,1,1
496,1,1,0.3704,0.0417,0.2490,1,1,1,1,1,1
497,1,1,0.3152,0.0283,0.1120,1,1,1,1,1,1
498,1,1,0.2475,0.0234,0.0170,1,1,1,1,1,1
499,1,1,0.2018,0.0349,0,1,1,1,1,1,1
500,1,1,0.1702,0.0388,0,1,1,1,1,1,1
501,1,1,0.1555,0.0418,0,1,1,1,1,1,1
502,1,1,0.1463,0.0494,0,1,1,1,1,1,1
503,1,1,0.14,0.0612,0,1,1,1,1,1,1
504,1,1,0.1439,0.0798,0,1,1,1,1,1,1
505,1,1,0.1531,0.104,0,1,1,1,1,1,1
506,1,1,0.161,0.1299,0,1,1,1,1,1,1
507,1,1,0.1633,0.1527,0,1,1,1,1,1,1
508,1,1,0.1631,0.169,0,1,1,1,1,1,1
509,1,1,0.1607,0.1728,0,1,1,1,1,1,1
510,1,1,0.1434,0.1556,0.0430,1,1,1,1,1,1
511,1,1,0.1136,0.1155,0.1460,1,1,1,1,1,1
512,1,1,0.0847,0.0777,0.2800,1,1,1,1,1,1
513,1,1,0.0677,0.0747,0.4040,1,1,1,1,1,1
514,1,1,0.0662,0.0784,0.4730,1,1,1,1,1,1
515,1,1,0.0762,0.0822,0.5030,1,1,1,1,1,1
516,1,1,0.0904,0.0887,0.5050,1,1,1,1,1,1
517,1,1,0.1013,0.0963,0.4700,1,1,1,1,1,1
518,1,1,0.1025,0.1012,0.4020,1,1,1,1,1,1
519,1,1,0.0973,0.0946,0.3060,1,1,1,1,1,1
520,1,1,0.0921,0.0628,0.1910,1,1,1,1,1,1
521,1,1,0.0909,0.0212,0.0880,1,1,1,1,1,1
522,1,1,0.0927,0.0244,0.0140,1,1,1,1,1,1
523,1,1,0.0935,0.0589,0,1,1,1,1,1,1
524,1,1,0.0931,0.0748,0,1,1,1,1,1,1
525,1,1,0.0983,0.081,0,1,1,1,1,1,1
526,1,1,0.1108,0.0904,0,1,1,1,1,1,1
527,1,1,0.1278,0.1073,0,1,1,1,1,1,1
528,1,1,0.1521,0.1332,0,1,1,1,1,1,1
529,1,1,0.1855,0.1646,0,1,1,1,1,1,1
530,1,1,0.2137,0.2001,0,1,1,1,1,1,1
531,1,1,0.2491,0.2374,0,1,1,1,1,1,1
532,1,1,0.2813,0.2685,0,1,1,1,1,1,1
533,1,1,0.3,0.2816,0,1,1,1,1,1,1
534,1,1,0.284,0.2548,0.0360,1,1,1,1,1,1
535,1,1,0.2355,0.183,0.1340,1,1,1,1,1,1
536,1,1,0.1879,0.117,0.2510,1,1,1,1,1,1
537,1,1,0.1616,0.1067,0.3710,1,1,1,1,1,1
538,1,1,0.1506,0.1173,0.4710,1,1,1,1,1,1
539,1,1,0.1511,0.1134,0.5300,1,1,1,1,1,1
540,1,1,0.1446,0.106,0.5310,1,1,1,1,1,1
541,1,1,0.1257,0.0941,0.4980,1,1,1,1,1,1
542,1,1,0.1049,0.0767,0.4300,1,1,1,1,1,1
543,1,1,0.0835,0.0559,0.3370,1,1,1,1,1,1
544,1,1,0.061,0.0408,0.2240,1,1,1,1,1,1
545,1,1,0.0451,0.029,0.1120,1,1,1,1,1,1
546,1,1,0.0408,0.0235,0.0220,1,1,1,1,1,1
547,1,1,0.0449,0.0355,0,1,1,1,1,1,1
548,1,1,0.051,0.0412,0,1,1,1,1,1,1
549,1,1,0.053,0.0419,0,1,1,1,1,1,1
550,1,1,0.0518,0.042,0,1,1,1,1,1,1
551,1,1,0.0518,0.0416,0,1,1,1,1,1,1
552,1,1,0.055,0.0437,0,1,1,1,1,1,1
553,1,1,0.0556,0.0465,0,1,1,1,1,1,1
554,1,1,0.0559,0.0486,0,1,1,1,1,1,1
555,1,1,0.0576,0.0482,0,1,1,1,1,1,1
556,1,1,0.0575,0.0457,0,1,1,1,1,1,1
557,1,1,0.0561,0.0395,0.0010,1,1,1,1,1,1
558,1,1,0.0603,0.0298,0.0500,1,1,1,1,1,1
559,1,1,0.0667,0.0194,0.1740,1,1,1,1,1,1
560,1,1,0.0798,0.0159,0.3130,1,1,1,1,1,1
561,1,1,0.0982,0.0203,0.4280,1,1,1,1,1,1
562,1,1,0.1132,0.0247,0.5140,1,1,1,1,1,1
563,1,1,0.1232,0.0292,0.5700,1,1,1,1,1,1
564,1,1,0.1358,0.0343,0.5840,1,1,1,1,1,1
565,1,1,0.1508,0.039,0.5580,1,1,1,1,1,1
566,1,1,0.171,0.042,0.4950,1,1,1,1,1,1
567,1,1,0.1989,0.0425,0.3910,1,1,1,1,1,1
568,1,1,0.2258,0.0411,0.2680,1,1,1,1,1,1
569,1,1,0.2474,0.0418,0.1360,1,1,1,1,1,1
570,1,1,0.2538,0.0455,0.0290,1,1,1,1,1,1
571,1,1,0.2307,0.0579,0,1,1,1,1,1,1
572,1,1,0.2003,0.0715,0,1,1,1,1,1,1
573,1,1,0.1802,0.0756,0,1,1,1,1,1,1
574,1,1,0.1663,0.0803,0,1,1,1,1,1,1
575,1,1,0.1618,0.0874,0,1,1,1,1,1,1
576,1,1,0.1521,0.0935,0,1,1,1,1,1,1
577,1,1,0.1365,0.1049,0,1,1,1,1,1,1
578,1,1,0.1247,0.1146,0,1,1,1,1,1,1
579,1,1,0.1154,0.1186,0,1,1,1,1,1,1
580,1,1,0.1094,0.1273,0,1,1,1,1,1,1
581,1,1,0.1091,0.136,0.0010,1,1,1,1,1,1
582,1,1,0.1077,0.1308,0.0710,1,1,1,1,1,1
583,1,1,0.0991,0.1067,0.2140,1,1,1,1,1,1
584,1,1,0.0938,0.0737,0.3600,1,1,1,1,1,1
585,1,1,0.0876,0.061,0.4800,1,1,1,1,1,1
586,1,1,0.0788,0.0654,0.5680,1,1,1,1,1,1
587,1,1,0.0702,0.0632,0.6160,1,1,1,1,1,1
588,1,1,0.0656,0.0615,0.6300,1,1,1,1,1,1
589,1,1,0.061,0.059,0.5930,1,1,1,1,1,1
590,1,1,0.0566,0.0542,0.5220,1,1,1,1,1,1
591,1,1,0.0543,0.0476,0.4090,1,1,1,1,1,1
592,1,1,0.0548,0.0392,0.2720,1,1,1,1,1,1
593,1,1,0.0542,0.0346,0.1340,1,1,1,1,1,1
594,1,1,0.0569,0.0352,0.0270,1,1,1,1,1,1
595,1,1,0.0601,0.0498,0,1,1,1,1,1,1
596,1,1,0.0606,0.0681,0,1,1,1,1,1,1
597,1,1,0.0626,0.0773,0,1,1,1,1,1,1
598,1,1,0.0673,0.09,0,1,1,1,1,1,1
599,1,1,0.0696,0.1045,0,1,1,1,1,1,1
600,1,1,0.0728,0.1156,0,1,1,1,1,1,1
601,1,1,0.0883,0.1254,0,1,1,1,1,1,1
602,1,1,0.1146,0.1298,0,1,1,1,1,1,1
603,1,1,0.1261,0.1372,0,1,1,1,1,1,1
604,1,1,0.1194,0.1341,0,1,1,1,1,1,1
605,1,1,0.1042,0.1139,0.0010,1,1,1,1,1,1
606,1,1,0.0922,0.0869,0.0630,1,1,1,1,1,1
607,1,1,0.0802,0.0566,0.1960,1,1,1,1,1,1
608,1,1,0.0696,0.035,0.3370,1,1,1,1,1,1
609,1,1,0.0579,0.0294,0.4270,1,1,1,1,1,1
610,1,1,0.0488,0.0348,0.4960,1,1,1,1,1,1
611,1,1,0.042,0.0413,0.5260,1,1,1,1,1,1
612,1,1,0.0352,0.0435,0.5290,1,1,1,1,1,1
613,1,1,0.0292,0.0406,0.5000,1,1,1,1,1,1
614,1,1,0.0274,0.0341,0.4320,1,1,1,1,1,1
615,1,1,0.0309,0.0296,0.3340,1,1,1,1,1,1
616,1,1,0.038,0.0274,0.2200,1,1,1,1,1,1
617,1,1,0.0483,0.0245,0.1070,1,1,1,1,1,1
618,1,1,0.0678,0.0251,0.0220,1,1,1,1,1,1
619,1,1,0.1107,0.0389,0,1,1,1,1,1,1
620,1,1,0.1663,0.0559,0,1,1,1,1,1,1
621,1,1,0.2197,0.0844,0,1,1,1,1,1,1
622,1,1,0.2783,0.1254,0,1,1,1,1,1,1
623,1,1,0.3337,0.1675,0,1,1,1,1,1,1
624,1,1,0.3684,0.1951,0,1,1,1,1,1,1
625,1,1,0.3868,0.2196,0,1,1,1,1,1,1
626,1,1,0.4165,0.2495,0,1,1,1,1,1,1
627,1,1,0.4014,0.2839,0,1,1,1,1,1,1
628,1,1,0.3694,0.305,0,1,1,1,1,1,1
629,1,1,0.383,0.3281,0.0010,1,1,1,1,1,1
630,1,1,0.4463,0.334,0.0520,1,1,1,1,1,1
631,1,1,0.5327,0.3084,0.1660,1,1,1,1,1,1
632,1,1,0.5629,0.2577,0.2950,1,1,1,1,1,1
633,1,1,0.5438,0.2358,0.3810,1,1,1,1,1,1
634,1,1,0.5395,0.2522,0.4220,1,1,1,1,1,1
635,1,1,0.5403,0.2676,0.4310,1,1,1,1,1,1
636,1,1,0.5188,0.2656,0.4320,1,1,1,1,1,1
637,1,1,0.4877,0.2442,0.3990,1,1,1,1,1,1
638,1,1,0.472,0.213,0.3420,1,1,1,1,1,1
639,1,1,0.4462,0.184,0.2560,1,1,1,1,1,1
640,1,1,0.4217,0.1662,0.1670,1,1,1,1,1,1
641,1,1,0.4085,0.1559,0.0840,1,1,1,1,1,1
642,1,1,0.3972,0.137,0.0170,1,1,1,1,1,1
643,1,1,0.3735,0.2039,0,1,1,1,1,1,1
644,1,1,0.3567,0.2487,0,1,1,1,1,1,1
645,1,1,0.3385,0.2672,0,1,1,1,1,1,1
646,1,1,0.3398,0.2808,0,1,1,1,1,1,1
647,1,1,0.3371,0.2891,0,1,1,1,1,1,1
648,1,1,0.3399,0.2977,0,1,1,1,1,1,1
649,1,1,0.3181,0.3122,0,1,1,1,1,1,1
650,1,1,0.2971,0.3295,0,1,1,1,1,1,1
651,1,1,0.2883,0.3507,0,1,1,1,1,1,1
652,1,1,0.2953,0.3683,0,1,1,1,1,1,1
653,1,1,0.277,0.3773,0,1,1,1,1,1,1
654,1,1,0.2333,0.3555,0.0410,1,1,1,1,1,1
655,1,1,0.1844,0.2673,0.1330,1,1,1,1,1,1
656,1,1,0.1509,0.1818,0.2370,1,1,1,1,1,1
657,1,1,0.1257,0.1659,0.3260,1,1,1,1,1,1
658,1,1,0.1045,0.1452,0.3810,1,1,1,1,1,1
659,1,1,0.0916,0.129,0.4160,1,1,1,1,1,1
660,1,1,0.0815,0.1174,0.4090,1,1,1,1,1,1
661,1,1,0.0722,0.1079,0.3700,1,1,1,1,1,1
662,1,1,0.0651,0.1015,0.3100,1,1,1,1,1,1
663,1,1,0.0586,0.1023,0.2440,1,1,1,1,1,1
664,1,1,0.0487,0.107,0.1690,1,1,1,1,1,1
665,1,1,0.0379,0.0742,0.0910,1,1,1,1,1,1
666,1,1,0.03,0.049,0.0200,1,1,1,1,1,1
667,1,1,0.0258,0.0966,0,1,1,1,1,1,1
668,1,1,0.0254,0.1132,0,1,1,1,1,1,1
669,1,1,0.0298,0.1168,0,1,1,1,1,1,1
670,1,1,0.0371,0.1212,0,1,1,1,1,1,1
671,1,1,0.0447,0.1286,0,1,1,1,1,1,1
672,1,1,0.0517,0.1388,0,1,1,1,1,1,1
673,1,1,0.2435,0.0716,0,1,1,1,1,1,1
674,1,1,0.2564,0.0752,0,1,1,1,1,1,1
675,1,1,0.2542,0.08,0,1,1,1,1,1,1
676,1,1,0.2361,0.0845,0,1,1,1,1,1,1
677,1,1,0.225,0.0782,0,1,1,1,1,1,1
678,1,1,0.2218,0.0685,0.0230,1,1,1,1,1,1
679,1,1,0.218,0.0657,0.0900,1,1,1,1,1,1
680,1,1,0.2005,0.0599,0.1610,1,1,1,1,1,1
681,1,1,0.1799,0.0518,0.2870,1,1,1,1,1,1
682,1,1,0.1651,0.046,0.3920,1,1,1,1,1,1
683,1,1,0.1546,0.0417,0.4780,1,1,1,1,1,1
684,1,1,0.1401,0.0375,0.5280,1,1,1,1,1,1
685,1,1,0.1342,0.0336,0.5540,1,1,1,1,1,1
686,1,1,0.1339,0.0303,0.5600,1,1,1,1,1,1
687,1,1,0.1352,0.029,0.5180,1,1,1,1,1,1
688,1,1,0.1477,0.0301,0.4680,1,1,1,1,1,1
689,1,1,0.176,0.0345,0.3730,1,1,1,1,1,1
690,1,1,0.2056,0.0436,0.2480,1,1,1,1,1,1
691,1,1,0.2317,0.0508,0.1350,1,1,1,1,1,1
692,1,1,0.2565,0.0512,0.0480,1,1,1,1,1,1
693,1,1,0.2814,0.0718,0,1,1,1,1,1,1
694,1,1,0.2922,0.0829,0,1,1,1,1,1,1
695,1,1,0.2881,0.0865,0,1,1,1,1,1,1
696,1,1,0.2751,0.0869,0,1,1,1,1,1,1
697,1,1,0.2501,0.0895,0,1,1,1,1,1,1
698,1,1,0.2273,0.0955,0,1,1,1,1,1,1
699,1,1,0.214,0.1015,0,1,1,1,1,1,1
700,1,1,0.214,0.1088,0,1,1,1,1,1,1
701,1,1,0.222,0.1111,0,1,1,1,1,1,1
702,1,1,0.2277,0.0995,0.0240,1,1,1,1,1,1
703,1,1,0.2262,0.1027,0.1000,1,1,1,1,1,1
704,1,1,0.2216,0.1084,0.1920,1,1,1,1,1,1
705,1,1,0.2037,0.1059,0.3180,1,1,1,1,1,1
706,1,1,0.1786,0.1047,0.3980,1,1,1,1,1,1
707,1,1,0.1641,0.1052,0.4320,1,1,1,1,1,1
708,1,1,0.1555,0.1036,0.4440,1,1,1,1,1,1
709,1,1,0.1544,0.1006,0.4300,1,1,1,1,1,1
710,1,1,0.1563,0.0991,0.4740,1,1,1,1,1,1
711,1,1,0.1616,0.1005,0.4800,1,1,1,1,1,1
712,1,1,0.1693,0.1013,0.3190,1,1,1,1,1,1
713,1,1,0.1712,0.0994,0.2090,1,1,1,1,1,1
714,1,1,0.175,0.0944,0.1390,1,1,1,1,1,1
715,1,1,0.1803,0.0754,0.0850,1,1,1,1,1,1
716,1,1,0.1802,0.0755,0.0280,1,1,1,1,1,1
717,1,1,0.1766,0.0983,0,1,1,1,1,1,1
718,1,1,0.17,0.1019,0,1,1,1,1,1,1
719,1,1,0.165,0.0983,0,1,1,1,1,1,1
720,1,1,0.167,0.0914,0,1,1,1,1,1,1
721,1,1,0.1628,0.0825,0,1,1,1,1,1,1
722,1,1,0.1536,0.0726,0,1,1,1,1,1,1
723,1,1,0.1485,0.0632,0,1,1,1,1,1,1
724,1,1,0.1391,0.0556,0,1,1,1,1,1,1
725,1,1,0.1218,0.0472,0,1,1,1,1,1,1
726,1,1,0.0964,0.0421,0.0180,1,1,1,1,1,1
727,1,1,0.0733,0.0431,0.0760,1,1,1,1,1,1
728,1,1,0.0541,0.0487,0.1470,1,1,1,1,1,1
729,1,1,0.0363,0.0506,0.2120,1,1,1,1,1,1
730,1,1,0.0232,0.0487,0.3020,1,1,1,1,1,1
731,1,1,0.0164,0.0471,0.4060,1,1,1,1,1,1
732,1,1,0.0121,0.0436,0.4580,1,1,1,1,1,1
733,1,1,0.0087,0.0375,0.4380,1,1,1,1,1,1
734,1,1,0.0062,0.0307,0.4100,1,1,1,1,1,1
735,1,1,0.0047,0.0244,0.3810,1,1,1,1,1,1
736,1,1,0.0037,0.0201,0.3270,1,1,1,1,1,1
737,1,1,0.0045,0.0159,0.2080,1,1,1,1,1,1
738,1,1,0.0078,0.0126,0.1400,1,1,1,1,1,1
739,1,1,0.0132,0.0134,0.0810,1,1,1,1,1,1
740,1,1,0.0176,0.025,0.0290,1,1,1,1,1,1
741,1,1,0.0201,0.0379,0,1,1,1,1,1,1
742,1,1,0.0203,0.0419,0,1,1,1,1,1,1
743,1,1,0.0212,0.0434,0,1,1,1,1,1,1
744,1,1,0.0214,0.0448,0,1,1,1,1,1,1
745,1,1,0.022,0.0439,0,1,1,1,1,1,1
746,1,1,0.0232,0.0413,0,1,1,1,1,1,1
747,1,1,0.0249,0.0376,0,1,1,1,1,1,1
748,1,1,0.0249,0.0322,0,1,1,1,1,1,1
749,1,1,0.0239,0.0252,0,1,1,1,1,1,1
750,1,1,0.0242,0.0165,0.0260,1,1,1,1,1,1
751,1,1,0.0245,0.0133,0.0920,1,1,1,1,1,1
752,1,1,0.0253,0.0143,0.1510,1,1,1,1,1,1
753,1,1,0.0292,0.0141,0.1720,1,1,1,1,1,1
754,1,1,0.0351,0.0136,0.1630,1,1,1,1,1,1
755,1,1,0.0426,0.0141,0.1670,1,1,1,1,1,1
756,1,1,0.0525,0.0152,0.1900,1,1,1,1,1,1
757,1,1,0.0599,0.0159,0.1940,1,1,1,1,1,1
758,1,1,0.0608,0.0161,0.1800,1,1,1,1,1,1
759,1,1,0.0598,0.0159,0.1720,1,1,1,1,1,1
760,1,1,0.0568,0.0144,0.1550,1,1,1,1,1,1
761,1,1,0.0536,0.0128,0.1370,1,1,1,1,1,1
762,1,1,0.0525,0.0125,0.1140,1,1,1,1,1,1
763,1,1,0.0521,0.0129,0.0740,1,1,1,1,1,1
764,1,1,0.0537,0.0183,0.0260,1,1,1,1,1,1
765,1,1,0.0601,0.0283,0,1,1,1,1,1,1
766,1,1,0.0713,0.0337,0,1,1,1,1,1,1
767,1,1,0.0791,0.0381,0,1,1,1,1,1,1
768,1,1,0.0834,0.0437,0,1,1,1,1,1,1
769,1,1,0.0811,0.0506,0,1,1,1,1,1,1
770,1,1,0.0749,0.059,0,1,1,1,1,1,1
771,1,1,0.0739,0.065,0,1,1,1,1,1,1
772,1,1,0.0779,0.0666,0,1,1,1,1,1,1
773,1,1,0.0859,0.063,0,1,1,1,1,1,1
774,1,1,0.1002,0.0533,0.0390,1,1,1,1,1,1
775,1,1,0.1155,0.0563,0.1400,1,1,1,1,1,1
776,1,1,0.1244,0.0602,0.2720,1,1,1,1,1,1
777,1,1,0.1235,0.0579,0.4130,1,1,1,1,1,1
778,1,1,0.1203,0.0571,0.5380,1,1,1,1,1,1
779,1,1,0.1144,0.0592,0.6320,1,1,1,1,1,1
780,1,1,0.103,0.0599,0.6910,1,1,1,1,1,1
781,1,1,0.087,0.0601,0.7160,1,1,1,1,1,1
782,1,1,0.07,0.0608,0.7020,1,1,1,1,1,1
783,1,1,0.0553,0.063,0.6480,1,1,1,1,1,1
784,1,1,0.045,0.0645,0.5560,1,1,1,1,1,1
785,1,1,0.0428,0.0648,0.4350,1,1,1,1,1,1
786,1,1,0.045,0.0679,0.2920,1,1,1,1,1,1
787,1,1,0.0496,0.0695,0.1600,1,1,1,1,1,1
788,1,1,0.0559,0.06,0.0620,1,1,1,1,1,1
789,1,1,0.0673,0.0864,0.0010,1,1,1,1,1,1
790,1,1,0.0799,0.1034,0,1,1,1,1,1,1
791,1,1,0.0912,0.108,0,1,1,1,1,1,1
792,1,1,0.1033,0.1133,0,1,1,1,1,1,1
793,1,1,0.1124,0.1226,0,1,1,1,1,1,1
794,1,1,0.1186,0.1324,0,1,1,1,1,1,1
795,1,1,0.1228,0.1412,0,1,1,1,1,1,1
796,1,1,0.1389,0.1469,0,1,1,1,1,1,1
797,1,1,0.1732,0.137,0,1,1,1,1,1,1
798,1,1,0.2046,0.1315,0.0390,1,1,1,1,1,1
799,1,1,0.2378,0.1564,0.1360,1,1,1,1,1,1
800,1,1,0.2752,0.1636,0.2670,1,1,1,1,1,1
801,1,1,0.3031,0.1633,0.4160,1,1,1,1,1,1
802,1,1,0.3194,0.1614,0.5420,1,1,1,1,1,1
803,1,1,0.3196,0.1568,0.6340,1,1,1,1,1,1
804,1,1,0.3055,0.1491,0.6900,1,1,1,1,1,1
805,1,1,0.2916,0.1393,0.7100,1,1,1,1,1,1
806,1,1,0.287,0.1275,0.6880,1,1,1,1,1,1
807,1,1,0.2953,0.1157,0.6420,1,1,1,1,1,1
808,1,1,0.3228,0.1065,0.5540,1,1,1,1,1,1
809,1,1,0.352,0.1019,0.4300,1,1,1,1,1,1
810,1,1,0.3813,0.0986,0.2810,1,1,1,1,1,1
811,1,1,0.4034,0.0941,0.1470,1,1,1,1,1,1
812,1,1,0.406,0.0855,0.0530,1,1,1,1,1,1
813,1,1,0.3908,0.111,0.0010,1,1,1,1,1,1
814,1,1,0.3675,0.1285,0,1,1,1,1,1,1
815,1,1,0.3513,0.1359,0,1,1,1,1,1,1
816,1,1,0.3397,0.1426,0,1,1,1,1,1,1
817,1,1,0.3404,0.1448,0,1,1,1,1,1,1
818,1,1,0.3401,0.1482,0,1,1,1,1,1,1
819,1,1,0.3397,0.1493,0,1,1,1,1,1,1
820,1,1,0.3402,0.1421,0,1,1,1,1,1,1
821,1,1,0.3459,0.1306,0,1,1,1,1,1,1
822,1,1,0.3495,0.1314,0.0190,1,1,1,1,1,1
823,1,1,0.3439,0.1592,0.0860,1,1,1,1,1,1
824,1,1,0.3286,0.1734,0.2280,1,1,1,1,1,1
825,1,1,0.313,0.1836,0.3800,1,1,1,1,1,1
826,1,1,0.3029,0.1958,0.4960,1,1,1,1,1,1
827,1,1,0.2944,0.2108,0.5540,1,1,1,1,1,1
828,1,1,0.2803,0.2194,0.5590,1,1,1,1,1,1
829,1,1,0.2673,0.2198,0.5610,1,1,1,1,1,1
830,1,1,0.253,0.213,0.5320,1,1,1,1,1,1
831,1,1,0.2372,0.2041,0.4780,1,1,1,1,1,1
832,1,1,0.229,0.1896,0.3700,1,1,1,1,1,1
833,1,1,0.2288,0.1747,0.2850,1,1,1,1,1,1
834,1,1,0.238,0.1613,0.2240,1,1,1,1,1,1
835,1,1,0.2519,0.1286,0.1430,1,1,1,1,1,1
836,1,1,0.2664,0.0916,0.0600,1,1,1,1,1,1
837,1,1,0.2699,0.116,0.0010,1,1,1,1,1,1
838,1,1,0.2685,0.1303,0,1,1,1,1,1,1
839,1,1,0.2692,0.1391,0,1,1,1,1,1,1
840,1,1,0.2789,0.1463,0,1,1,1,1,1,1
841,1,1,0.2839,0.1554,0,1,1,1,1,1,1
842,1,1,0.2901,0.1586,0,1,1,1,1,1,1
843,1,1,0.2941,0.1592,0,1,1,1,1,1,1
844,1,1,0.2957,0.1655,0,1,1,1,1,1,1
845,1,1,0.3052,0.1747,0,1,1,1,1,1,1
846,1,1,0.3292,0.2075,0.0300,1,1,1,1,1,1
847,1,1,0.3594,0.2623,0.1100,1,1,1,1,1,1
848,1,1,0.3843,0.29,0.2080,1,1,1,1,1,1
849,1,1,0.4039,0.2973,0.3200,1,1,1,1,1,1
850,1,1,0.4171,0.2992,0.4530,1,1,1,1,1,1
851,1,1,0.4184,0.3012,0.5370,1,1,1,1,1,1
852,1,1,0.4125,0.2944,0.5770,1,1,1,1,1,1
853,1,1,0.4011,0.2829,0.5150,1,1,1,1,1,1
854,1,1,0.3949,0.2724,0.4260,1,1,1,1,1,1
855,1,1,0.4113,0.2633,0.3010,1,1,1,1,1,1
856,1,1,0.4406,0.2553,0.2380,1,1,1,1,1,1
857,1,1,0.466,0.2438,0.2330,1,1,1,1,1,1
858,1,1,0.4874,0.2334,0.2110,1,1,1,1,1,1
859,1,1,0.5072,0.1995,0.1300,1,1,1,1,1,1
860,1,1,0.5285,0.1714,0.0500,1,1,1,1,1,1
861,1,1,0.5508,0.1877,0.0010,1,1,1,1,1,1
862,1,1,0.5672,0.2012,0,1,1,1,1,1,1
863,1,1,0.5761,0.2022,0,1,1,1,1,1,1
864,1,1,0.5808,0.2028,0,1,1,1,1,1,1
865,1,1,0.5884,0.2089,0,1,1,1,1,1,1
866,1,1,0.6006,0.2088,0,1,1,1,1,1,1
867,1,1,0.6105,0.2102,0,1,1,1,1,1,1
868,1,1,0.6254,0.2216,0,1,1,1,1,1,1
869,1,1,0.6561,0.2393,0,1,1,1,1,1,1
870,1,1,0.6865,0.2626,0.0250,1,1,1,1,1,1
871,1,1,0.6978,0.2956,0.1010,1,1,1,1,1,1
872,1,1,0.6829,0.3309,0.1750,1,1,1,1,1,1
873,1,1,0.6475,0.3481,0.3200,1,1,1,1,1,1
874,1,1,0.6037,0.361,0.4860,1,1,1,1,1,1
875,1,1,0.557,0.3746,0.5840,1,1,1,1,1,1
876,1,1,0.5139,0.3733,0.6420,1,1,1,1,1,1
877,1,1,0.4697,0.3571,0.6670,1,1,1,1,1,1
878,1,1,0.4272,0.3294,0.6560,1,1,1,1,1,1
879,1,1,0.3977,0.2868,0.6110,1,1,1,1,1,1
