hour,biomasse,wasserkraft,wind_offshore,wind_onshore,photovoltaik,sonstige_erneuerbare,braunkohle,steinkohle,erdgas,pumpspeicher,sonstige_konventionelle
880,1,1,0.4022,0.2351,0.5340,1,1,1,1,1,1
881,1,1,0.4266,0.1837,0.4230,1,1,1,1,1,1
882,1,1,0.4734,0.1321,0.2900,1,1,1,1,1,1
883,1,1,0.4986,0.078,0.1600,1,1,1,1,1,1
884,1,1,0.4954,0.0649,0.0630,1,1,1,1,1,1
885,1,1,0.4321,0.0689,0.0020,1,1,1,1,1,1
886,1,1,0.3487,0.0551,0,1,1,1,1,1,1
887,1,1,0.2846,0.0406,0,1,1,1,1,1,1
888,1,1,0.2441,0.0342,0,1,1,1,1,1,1
889,1,1,0.2104,0.0358,0,1,1,1,1,1,1
890,1,1,0.1818,0.042,0,1,1,1,1,1,1
891,1,1,0.1626,0.0552,0,1,1,1,1,1,1
892,1,1,0.151,0.0732,0,1,1,1,1,1,1
893,1,1,0.1412,0.0889,0,1,1,1,1,1,1
894,1,1,0.1365,0.1141,0.0220,1,1,1,1,1,1
895,1,1,0.1473,0.1667,0.0870,1,1,1,1,1,1
896,1,1,0.1651,0.2127,0.1950,1,1,1,1,1,1
897,1,1,0.1821,0.2466,0.3500,1,1,1,1,1,1
898,1,1,0.2073,0.2726,0.5020,1,1,1,1,1,1
899,1,1,0.2305,0.2924,0.5990,1,1,1,1,1,1
900,1,1,0.2426,0.3,0.6530,1,1,1,1,1,1
901,1,1,0.2417,0.2966,0.6560,1,1,1,1,1,1
902,1,1,0.2307,0.2875,0.6140,1,1,1,1,1,1
903,1,1,0.2172,0.2774,0.5140,1,1,1,1,1,1
904,1,1,0.2191,0.2609,0.3900,1,1,1,1,1,1
905,1,1,0.2476,0.2365,0.2810,1,1,1,1,1,1
906,1,1,0.2901,0.2075,0.1950,1,1,1,1,1,1
907,1,1,0.3445,0.165,0.1160,1,1,1,1,1,1
908,1,1,0.416,0.1406,0.0420,1,1,1,1,1,1
909,1,1,0.4814,0.175,0,1,1,1,1,1,1
910,1,1,0.5477,0.1897,0,1,1,1,1,1,1
911,1,1,0.5754,0.1904,0,1,1,1,1,1,1
912,1,1,0.5924,0.1966,0,1,1,1,1,1,1
913,1,1,0.5944,0.2025,0,1,1,1,1,1,1
914,1,1,0.587,0.2052,0,1,1,1,1,1,1
915,1,1,0.602,0.2128,0,1,1,1,1,1,1
916,1,1,0.6387,0.2122,0,1,1,1,1,1,1
917,1,1,0.6942,0.2086,0,1,1,1,1,1,1
918,1,1,0.721,0.206,0.0420,1,1,1,1,1,1
919,1,1,0.7342,0.2142,0.1420,1,1,1,1,1,1
920,1,1,0.7481,0.2172,0.2720,1,1,1,1,1,1
921,1,1,0.7516,0.2099,0.4070,1,1,1,1,1,1
922,1,1,0.7437,0.198,0.5330,1,1,1,1,1,1
923,1,1,0.7183,0.1815,0.6250,1,1,1,1,1,1
924,1,1,0.6775,0.1661,0.6830,1,1,1,1,1,1
925,1,1,0.6308,0.1525,0.7070,1,1,1,1,1,1
926,1,1,0.578,0.1382,0.6950,1,1,1,1,1,1
927,1,1,0.5258,0.123,0.6470,1,1,1,1,1,1
928,1,1,0.4827,0.1088,0.5630,1,1,1,1,1,1
929,1,1,0.4511,0.0959,0.4430,1,1,1,1,1,1
930,1,1,0.4223,0.086,0.3010,1,1,1,1,1,1
931,1,1,0.3892,0.0761,0.1650,1,1,1,1,1,1
932,1,1,0.3552,0.0651,0.0620,1,1,1,1,1,1
933,1,1,0.3383,0.093,0.0020,1,1,1,1,1,1
934,1,1,0.3321,0.1099,0,1,1,1,1,1,1
935,1,1,0.3214,0.1128,0,1,1,1,1,1,1
936,1,1,0.3017,0.121,0,1,1,1,1,1,1
937,1,1,0.27,0.1317,0,1,1,1,1,1,1
938,1,1,0.2403,0.145,0,1,1,1,1,1,1
939,1,1,0.2219,0.1592,0,1,1,1,1,1,1
940,1,1,0.2235,0.1703,0,1,1,1,1,1,1
941,1,1,0.2516,0.1655,0,1,1,1,1,1,1
942,1,1,0.2795,0.1632,0.0430,1,1,1,1,1,1
943,1,1,0.2992,0.1817,0.1420,1,1,1,1,1,1
944,1,1,0.3142,0.1897,0.2720,1,1,1,1,1,1
945,1,1,0.3246,0.1895,0.4080,1,1,1,1,1,1
946,1,1,0.3254,0.1855,0.5270,1,1,1,1,1,1
947,1,1,0.3172,0.1799,0.6160,1,1,1,1,1,1
948,1,1,0.3085,0.1724,0.6720,1,1,1,1,1,1
949,1,1,0.3037,0.1629,0.6920,1,1,1,1,1,1
950,1,1,0.3007,0.1539,0.6800,1,1,1,1,1,1
951,1,1,0.3036,0.1462,0.6350,1,1,1,1,1,1
952,1,1,0.3054,0.1361,0.5530,1,1,1,1,1,1
953,1,1,0.3017,0.1206,0.4330,1,1,1,1,1,1
954,1,1,0.3075,0.1057,0.2920,1,1,1,1,1,1
955,1,1,0.3232,0.0898,0.1600,1,1,1,1,1,1
956,1,1,0.3363,0.0721,0.0610,1,1,1,1,1,1
957,1,1,0.3432,0.0858,0.0020,1,1,1,1,1,1
958,1,1,0.345,0.0932,0,1,1,1,1,1,1
959,1,1,0.3412,0.0964,0,1,1,1,1,1,1
960,1,1,0.329,0.1035,0,1,1,1,1,1,1
961,1,1,0.3069,0.1169,0,1,1,1,1,1,1
962,1,1,0.2769,0.1369,0,1,1,1,1,1,1
963,1,1,0.2546,0.1612,0,1,1,1,1,1,1
964,1,1,0.2491,0.19,0,1,1,1,1,1,1
965,1,1,0.2545,0.2069,0,1,1,1,1,1,1
966,1,1,0.266,0.2297,0.0430,1,1,1,1,1,1
967,1,1,0.2814,0.2619,0.1420,1,1,1,1,1,1
968,1,1,0.2945,0.2756,0.2710,1,1,1,1,1,1
969,1,1,0.3082,0.2825,0.4090,1,1,1,1,1,1
970,1,1,0.3323,0.2902,0.5300,1,1,1,1,1,1
971,1,1,0.3651,0.302,0.6210,1,1,1,1,1,1
972,1,1,0.3995,0.3135,0.6770,1,1,1,1,1,1
973,1,1,0.4333,0.3213,0.6960,1,1,1,1,1,1
974,1,1,0.471,0.3221,0.6810,1,1,1,1,1,1
975,1,1,0.5158,0.318,0.6290,1,1,1,1,1,1
976,1,1,0.5563,0.3116,0.5410,1,1,1,1,1,1
977,1,1,0.578,0.3054,0.4200,1,1,1,1,1,1
978,1,1,0.5938,0.2993,0.2800,1,1,1,1,1,1
979,1,1,0.6141,0.2783,0.1500,1,1,1,1,1,1
980,1,1,0.6411,0.2089,0.0540,1,1,1,1,1,1
981,1,1,0.6709,0.2054,0.0010,1,1,1,1,1,1
982,1,1,0.6867,0.2134,0,1,1,1,1,1,1
983,1,1,0.689,0.2146,0,1,1,1,1,1,1
984,1,1,0.6847,0.2108,0,1,1,1,1,1,1
985,1,1,0.6723,0.2141,0,1,1,1,1,1,1
986,1,1,0.6466,0.2288,0,1,1,1,1,1,1
987,1,1,0.6172,0.2441,0,1,1,1,1,1,1
988,1,1,0.5949,0.2708,0,1,1,1,1,1,1
989,1,1,0.6049,0.3089,0,1,1,1,1,1,1
990,1,1,0.6392,0.358,0.0180,1,1,1,1,1,1
991,1,1,0.6775,0.4137,0.0710,1,1,1,1,1,1
992,1,1,0.7145,0.4421,0.1510,1,1,1,1,1,1
993,1,1,0.7379,0.4469,0.2450,1,1,1,1,1,1
994,1,1,0.7399,0.4348,0.3570,1,1,1,1,1,1
995,1,1,0.734,0.4104,0.4780,1,1,1,1,1,1
996,1,1,0.7293,0.3766,0.5530,1,1,1,1,1,1
997,1,1,0.7161,0.3433,0.6130,1,1,1,1,1,1
998,1,1,0.6776,0.3052,0.6030,1,1,1,1,1,1
999,1,1,0.5854,0.2635,0.5510,1,1,1,1,1,1
1000,1,1,0.493,0.2053,0.4650,1,1,1,1,1,1
1001,1,1,0.4064,0.133,0.3440,1,1,1,1,1,1
1002,1,1,0.3468,0.0886,0.1990,1,1,1,1,1,1
1003,1,1,0.3151,0.0643,0.0990,1,1,1,1,1,1
1004,1,1,0.3165,0.0632,0.0290,1,1,1,1,1,1
1005,1,1,0.3314,0.0873,0,1,1,1,1,1,1
1006,1,1,0.3638,0.0916,0,1,1,1,1,1,1
1007,1,1,0.4003,0.0876,0,1,1,1,1,1,1
1008,1,1,0.4335,0.0938,0,1,1,1,1,1,1
1009,1,1,0.5135,0.2313,0,1,1,1,1,1,1
1010,1,1,0.5577,0.2393,0,1,1,1,1,1,1
1011,1,1,0.5675,0.251,0,1,1,1,1,1,1
1012,1,1,0.5449,0.2673,0,1,1,1,1,1,1
1013,1,1,0.4615,0.2728,0,1,1,1,1,1,1
1014,1,1,0.3796,0.2701,0.0010,1,1,1,1,1,1
1015,1,1,0.3389,0.2433,0.0430,1,1,1,1,1,1
1016,1,1,0.2716,0.1697,0.1260,1,1,1,1,1,1
1017,1,1,0.1906,0.0942,0.2050,1,1,1,1,1,1
1018,1,1,0.1322,0.0687,0.2540,1,1,1,1,1,1
1019,1,1,0.0963,0.0609,0.2690,1,1,1,1,1,1
1020,1,1,0.0834,0.0542,0.2810,1,1,1,1,1,1
1021,1,1,0.0745,0.0512,0.2720,1,1,1,1,1,1
1022,1,1,0.0798,0.0515,0.2390,1,1,1,1,1,1
1023,1,1,0.0924,0.0518,0.1650,1,1,1,1,1,1
1024,1,1,0.1355,0.0518,0.0770,1,1,1,1,1,1
1025,1,1,0.2258,0.0716,0.0140,1,1,1,1,1,1
1026,1,1,0.3496,0.1325,0,1,1,1,1,1,1
1027,1,1,0.4903,0.1815,0,1,1,1,1,1,1
1028,1,1,0.6295,0.2195,0,1,1,1,1,1,1
1029,1,1,0.7367,0.2568,0,1,1,1,1,1,1
1030,1,1,0.8193,0.2928,0,1,1,1,1,1,1
1031,1,1,0.8589,0.3244,0,1,1,1,1,1,1
1032,1,1,0.8826,0.3506,0,1,1,1,1,1,1
1033,1,1,0.8937,0.3757,0,1,1,1,1,1,1
1034,1,1,0.8852,0.4132,0,1,1,1,1,1,1
1035,1,1,0.8571,0.4452,0,1,1,1,1,1,1
1036,1,1,0.8418,0.472,0,1,1,1,1,1,1
1037,1,1,0.8354,0.5022,0,1,1,1,1,1,1
1038,1,1,0.8478,0.5096,0,1,1,1,1,1,1
1039,1,1,0.8404,0.5068,0.0290,1,1,1,1,1,1
1040,1,1,0.7797,0.4596,0.1080,1,1,1,1,1,1
1041,1,1,0.6422,0.354,0.2190,1,1,1,1,1,1
1042,1,1,0.4698,0.282,0.3100,1,1,1,1,1,1
1043,1,1,0.3347,0.2535,0.3540,1,1,1,1,1,1
1044,1,1,0.2797,0.2336,0.3630,1,1,1,1,1,1
1045,1,1,0.243,0.2147,0.3450,1,1,1,1,1,1
1046,1,1,0.1823,0.1893,0.2960,1,1,1,1,1,1
1047,1,1,0.1235,0.1551,0.2170,1,1,1,1,1,1
1048,1,1,0.0845,0.1074,0.1170,1,1,1,1,1,1
1049,1,1,0.0628,0.1176,0.0260,1,1,1,1,1,1
1050,1,1,0.0495,0.1653,0,1,1,1,1,1,1
1051,1,1,0.0417,0.163,0,1,1,1,1,1,1
1052,1,1,0.0382,0.1509,0,1,1,1,1,1,1
1053,1,1,0.047,0.1484,0,1,1,1,1,1,1
1054,1,1,0.0639,0.1473,0,1,1,1,1,1,1
1055,1,1,0.0766,0.1526,0,1,1,1,1,1,1
1056,1,1,0.0905,0.151,0,1,1,1,1,1,1
1057,1,1,0.1008,0.153,0,1,1,1,1,1,1
1058,1,1,0.1165,0.1535,0,1,1,1,1,1,1
1059,1,1,0.1333,0.1543,0,1,1,1,1,1,1
1060,1,1,0.1631,0.1564,0,1,1,1,1,1,1
1061,1,1,0.2085,0.1624,0,1,1,1,1,1,1
1062,1,1,0.246,0.1765,0,1,1,1,1,1,1
1063,1,1,0.2923,0.1948,0.0390,1,1,1,1,1,1
1064,1,1,0.3446,0.2088,0.1250,1,1,1,1,1,1
1065,1,1,0.4306,0.2293,0.2520,1,1,1,1,1,1
1066,1,1,0.487,0.2959,0.3750,1,1,1,1,1,1
1067,1,1,0.5422,0.3713,0.4480,1,1,1,1,1,1
1068,1,1,0.6106,0.4227,0.4800,1,1,1,1,1,1
1069,1,1,0.657,0.4479,0.4430,1,1,1,1,1,1
1070,1,1,0.6825,0.4529,0.3650,1,1,1,1,1,1
1071,1,1,0.6885,0.4302,0.2580,1,1,1,1,1,1
1072,1,1,0.67,0.3425,0.1260,1,1,1,1,1,1
1073,1,1,0.6488,0.2784,0.0250,1,1,1,1,1,1
1074,1,1,0.6371,0.3411,0,1,1,1,1,1,1
1075,1,1,0.6185,0.3786,0,1,1,1,1,1,1
1076,1,1,0.6099,0.3961,0,1,1,1,1,1,1
1077,1,1,0.6341,0.4307,0,1,1,1,1,1,1
1078,1,1,0.6737,0.4595,0,1,1,1,1,1,1
1079,1,1,0.6709,0.5052,0,1,1,1,1,1,1
1080,1,1,0.6492,0.5435,0,1,1,1,1,1,1
1081,1,1,0.662,0.586,0,1,1,1,1,1,1
1082,1,1,0.7238,0.6175,0,1,1,1,1,1,1
1083,1,1,0.7958,0.6336,0,1,1,1,1,1,1
1084,1,1,0.8614,0.6422,0,1,1,1,1,1,1
1085,1,1,0.9205,0.6417,0,1,1,1,1,1,1
1086,1,1,0.9488,0.6419,0,1,1,1,1,1,1
1087,1,1,0.952,0.6352,0.0210,1,1,1,1,1,1
1088,1,1,0.9373,0.621,0.0640,1,1,1,1,1,1
1089,1,1,0.9173,0.6021,0.1090,1,1,1,1,1,1
1090,1,1,0.903,0.5968,0.1450,1,1,1,1,1,1
1091,1,1,0.8857,0.5938,0.1610,1,1,1,1,1,1
1092,1,1,0.8695,0.584,0.1560,1,1,1,1,1,1
1093,1,1,0.8571,0.572,0.1350,1,1,1,1,1,1
1094,1,1,0.8639,0.5609,0.1080,1,1,1,1,1,1
1095,1,1,0.8786,0.5448,0.0730,1,1,1,1,1,1
1096,1,1,0.8906,0.5075,0.0350,1,1,1,1,1,1
1097,1,1,0.8961,0.4781,0.0060,1,1,1,1,1,1
1098,1,1,0.9041,0.4896,0,1,1,1,1,1,1
1099,1,1,0.9185,0.4854,0,1,1,1,1,1,1
1100,1,1,0.9176,0.453,0,1,1,1,1,1,1
1101,1,1,0.9023,0.4252,0,1,1,1,1,1,1
1102,1,1,0.9021,0.3956,0,1,1,1,1,1,1
1103,1,1,0.9014,0.3721,0,1,1,1,1,1,1
1104,1,1,0.8945,0.3547,0,1,1,1,1,1,1
1105,1,1,0.8726,0.3474,0,1,1,1,1,1,1
1106,1,1,0.8217,0.3399,0,1,1,1,1,1,1
1107,1,1,0.7717,0.3396,0,1,1,1,1,1,1
1108,1,1,0.7313,0.355,0,1,1,1,1,1,1
1109,1,1,0.7199,0.3664,0,1,1,1,1,1,1
1110,1,1,0.7382,0.378,0,1,1,1,1,1,1
1111,1,1,0.7645,0.3882,0.0290,1,1,1,1,1,1
1112,1,1,0.7662,0.3693,0.1080,1,1,1,1,1,1
1113,1,1,0.7647,0.3902,0.2310,1,1,1,1,1,1
1114,1,1,0.7696,0.4561,0.3330,1,1,1,1,1,1
1115,1,1,0.7708,0.4858,0.3840,1,1,1,1,1,1
1116,1,1,0.7571,0.4868,0.4090,1,1,1,1,1,1
1117,1,1,0.723,0.4681,0.4040,1,1,1,1,1,1
1118,1,1,0.6771,0.4408,0.3490,1,1,1,1,1,1
1119,1,1,0.6273,0.4047,0.2560,1,1,1,1,1,1
1120,1,1,0.5886,0.3541,0.1360,1,1,1,1,1,1
1121,1,1,0.558,0.2752,0.0290,1,1,1,1,1,1
1122,1,1,0.5304,0.2901,0,1,1,1,1,1,1
1123,1,1,0.5021,0.3046,0,1,1,1,1,1,1
1124,1,1,0.4651,0.2999,0,1,1,1,1,1,1
1125,1,1,0.4382,0.301,0,1,1,1,1,1,1
1126,1,1,0.4243,0.3046,0,1,1,1,1,1,1
1127,1,1,0.4054,0.3121,0,1,1,1,1,1,1
1128,1,1,0.3816,0.3127,0,1,1,1,1,1,1
1129,1,1,0.3575,0.3091,0,1,1,1,1,1,1
1130,1,1,0.3345,0.3112,0,1,1,1,1,1,1
1131,1,1,0.3094,0.3116,0,1,1,1,1,1,1
1132,1,1,0.2786,0.3081,0,1,1,1,1,1,1
1133,1,1,0.2445,0.3002,0,1,1,1,1,1,1
1134,1,1,0.2154,0.3027,0,1,1,1,1,1,1
1135,1,1,0.2041,0.3084,0.0320,1,1,1,1,1,1
1136,1,1,0.2292,0.2877,0.1130,1,1,1,1,1,1
1137,1,1,0.2734,0.2682,0.2080,1,1,1,1,1,1
1138,1,1,0.3304,0.2795,0.2610,1,1,1,1,1,1
1139,1,1,0.3969,0.3038,0.2760,1,1,1,1,1,1
1140,1,1,0.4709,0.3227,0.2540,1,1,1,1,1,1
1141,1,1,0.5371,0.3197,0.2200,1,1,1,1,1,1
1142,1,1,0.5899,0.3115,0.1760,1,1,1,1,1,1
1143,1,1,0.6185,0.2974,0.1150,1,1,1,1,1,1
1144,1,1,0.6202,0.2552,0.0540,1,1,1,1,1,1
1145,1,1,0.6178,0.225,0.0070,1,1,1,1,1,1
1146,1,1,0.6067,0.2627,0,1,1,1,1,1,1
1147,1,1,0.6061,0.2923,0,1,1,1,1,1,1
1148,1,1,0.6235,0.3046,0,1,1,1,1,1,1
1149,1,1,0.6277,0.3161,0,1,1,1,1,1,1
1150,1,1,0.6056,0.3058,0,1,1,1,1,1,1
1151,1,1,0.5686,0.298,0,1,1,1,1,1,1
1152,1,1,0.5456,0.2906,0,1,1,1,1,1,1
1153,1,1,0.5626,0.2909,0,1,1,1,1,1,1
1154,1,1,0.593,0.2841,0,1,1,1,1,1,1
1155,1,1,0.6086,0.2737,0,1,1,1,1,1,1
1156,1,1,0.5896,0.2662,0,1,1,1,1,1,1
1157,1,1,0.5816,0.2582,0,1,1,1,1,1,1
1158,1,1,0.5682,0.2552,0,1,1,1,1,1,1
1159,1,1,0.5471,0.2507,0.0570,1,1,1,1,1,1
1160,1,1,0.5073,0.2244,0.1990,1,1,1,1,1,1
1161,1,1,0.4746,0.2221,0.3350,1,1,1,1,1,1
1162,1,1,0.4549,0.287,0.4390,1,1,1,1,1,1
1163,1,1,0.437,0.338,0.4930,1,1,1,1,1,1
1164,1,1,0.4181,0.3663,0.5090,1,1,1,1,1,1
1165,1,1,0.4109,0.3893,0.4810,1,1,1,1,1,1
1166,1,1,0.4005,0.3981,0.3900,1,1,1,1,1,1
1167,1,1,0.3854,0.3584,0.2540,1,1,1,1,1,1
1168,1,1,0.3815,0.305,0.1180,1,1,1,1,1,1
1169,1,1,0.41,0.2975,0.0140,1,1,1,1,1,1
1170,1,1,0.4386,0.3017,0,1,1,1,1,1,1
1171,1,1,0.4494,0.3062,0,1,1,1,1,1,1
1172,1,1,0.4801,0.294,0,1,1,1,1,1,1
1173,1,1,0.5677,0.2731,0,1,1,1,1,1,1
1174,1,1,0.6169,0.2477,0,1,1,1,1,1,1
1175,1,1,0.6093,0.227,0,1,1,1,1,1,1
1176,1,1,0.59,0.2152,0,1,1,1,1,1,1
1177,1,1,0.5528,0.2064,0,1,1,1,1,1,1
1178,1,1,0.5244,0.1911,0,1,1,1,1,1,1
1179,1,1,0.5185,0.1721,0,1,1,1,1,1,1
1180,1,1,0.5101,0.1461,0,1,1,1,1,1,1
1181,1,1,0.4768,0.1206,0,1,1,1,1,1,1
1182,1,1,0.4171,0.0921,0,1,1,1,1,1,1
1183,1,1,0.3467,0.0605,0.0180,1,1,1,1,1,1
1184,1,1,0.2994,0.0354,0.0690,1,1,1,1,1,1
1185,1,1,0.265,0.0216,0.1260,1,1,1,1,1,1
1186,1,1,0.2245,0.0183,0.1790,1,1,1,1,1,1
1187,1,1,0.1978,0.0167,0.2120,1,1,1,1,1,1
1188,1,1,0.1809,0.0158,0.2270,1,1,1,1,1,1
1189,1,1,0.1655,0.0179,0.2330,1,1,1,1,1,1
1190,1,1,0.1592,0.0223,0.2090,1,1,1,1,1,1
1191,1,1,0.1563,0.0243,0.1480,1,1,1,1,1,1
1192,1,1,0.1536,0.0197,0.0670,1,1,1,1,1,1
1193,1,1,0.1561,0.0175,0.0090,1,1,1,1,1,1
1194,1,1,0.1584,0.0319,0,1,1,1,1,1,1
1195,1,1,0.1466,0.0492,0,1,1,1,1,1,1
1196,1,1,0.1587,0.0646,0,1,1,1,1,1,1
1197,1,1,0.1865,0.0782,0,1,1,1,1,1,1
1198,1,1,0.1856,0.0894,0,1,1,1,1,1,1
1199,1,1,0.183,0.1013,0,1,1,1,1,1,1
1200,1,1,0.1924,0.1184,0,1,1,1,1,1,1
1201,1,1,0.228,0.1395,0,1,1,1,1,1,1
1202,1,1,0.293,0.1603,0,1,1,1,1,1,1
1203,1,1,0.3947,0.1816,0,1,1,1,1,1,1
1204,1,1,0.4993,0.2006,0,1,1,1,1,1,1
1205,1,1,0.5683,0.2147,0,1,1,1,1,1,1
1206,1,1,0.5936,0.222,0,1,1,1,1,1,1
1207,1,1,0.5832,0.2229,0.0290,1,1,1,1,1,1
1208,1,1,0.5601,0.1955,0.1050,1,1,1,1,1,1
1209,1,1,0.5368,0.1791,0.1990,1,1,1,1,1,1
1210,1,1,0.5246,0.1877,0.2730,1,1,1,1,1,1
1211,1,1,0.5281,0.1951,0.2900,1,1,1,1,1,1
1212,1,1,0.543,0.194,0.2560,1,1,1,1,1,1
1213,1,1,0.5606,0.189,0.1950,1,1,1,1,1,1
1214,1,1,0.5644,0.1735,0.1390,1,1,1,1,1,1
1215,1,1,0.5497,0.1429,0.0920,1,1,1,1,1,1
1216,1,1,0.5086,0.105,0.0410,1,1,1,1,1,1
1217,1,1,0.4481,0.0737,0.0040,1,1,1,1,1,1
1218,1,1,0.3913,0.0646,0,1,1,1,1,1,1
1219,1,1,0.3422,0.0584,0,1,1,1,1,1,1
1220,1,1,0.3065,0.058,0,1,1,1,1,1,1
1221,1,1,0.2863,0.0604,0,1,1,1,1,1,1
1222,1,1,0.2767,0.0664,0,1,1,1,1,1,1
1223,1,1,0.2693,0.0738,0,1,1,1,1,1,1
1224,1,1,0.2598,0.0836,0,1,1,1,1,1,1
1225,1,1,0.2577,0.095,0,1,1,1,1,1,1
1226,1,1,0.2559,0.106,0,1,1,1,1,1,1
1227,1,1,0.2509,0.1157,0,1,1,1,1,1,1
1228,1,1,0.2417,0.1246,0,1,1,1,1,1,1
1229,1,1,0.2336,0.1339,0,1,1,1,1,1,1
1230,1,1,0.2213,0.1385,0,1,1,1,1,1,1
1231,1,1,0.1947,0.1273,0.0240,1,1,1,1,1,1
1232,1,1,0.1543,0.0971,0.1000,1,1,1,1,1,1
1233,1,1,0.1265,0.0971,0.2060,1,1,1,1,1,1
1234,1,1,0.1195,0.1177,0.3400,1,1,1,1,1,1
1235,1,1,0.1242,0.1318,0.4290,1,1,1,1,1,1
1236,1,1,0.1365,0.1467,0.4450,1,1,1,1,1,1
1237,1,1,0.1621,0.1653,0.4310,1,1,1,1,1,1
1238,1,1,0.209,0.1887,0.3660,1,1,1,1,1,1
1239,1,1,0.2606,0.2131,0.2590,1,1,1,1,1,1
1240,1,1,0.2951,0.22,0.1250,1,1,1,1,1,1
1241,1,1,0.3123,0.2036,0.0170,1,1,1,1,1,1
1242,1,1,0.3132,0.2023,0,1,1,1,1,1,1
1243,1,1,0.3051,0.2214,0,1,1,1,1,1,1
1244,1,1,0.3011,0.2346,0,1,1,1,1,1,1
1245,1,1,0.3145,0.2383,0,1,1,1,1,1,1
1246,1,1,0.3386,0.2346,0,1,1,1,1,1,1
1247,1,1,0.3261,0.2288,0,1,1,1,1,1,1
1248,1,1,0.2845,0.2221,0,1,1,1,1,1,1
1249,1,1,0.2683,0.2139,0,1,1,1,1,1,1
1250,1,1,0.2892,0.2053,0,1,1,1,1,1,1
1251,1,1,0.3262,0.2032,0,1,1,1,1,1,1
1252,1,1,0.353,0.203,0,1,1,1,1,1,1
1253,1,1,0.3465,0.2068,0,1,1,1,1,1,1
1254,1,1,0.3067,0.2008,0,1,1,1,1,1,1
1255,1,1,0.2468,0.1862,0.0280,1,1,1,1,1,1
1256,1,1,0.1838,0.1537,0.1070,1,1,1,1,1,1
1257,1,1,0.1333,0.1312,0.1760,1,1,1,1,1,1
1258,1,1,0.1102,0.1343,0.2210,1,1,1,1,1,1
1259,1,1,0.107,0.1508,0.2500,1,1,1,1,1,1
1260,1,1,0.1104,0.1603,0.2680,1,1,1,1,1,1
1261,1,1,0.1183,0.1573,0.2550,1,1,1,1,1,1
1262,1,1,0.1318,0.1436,0.2130,1,1,1,1,1,1
1263,1,1,0.1483,0.118,0.1520,1,1,1,1,1,1
1264,1,1,0.151,0.0865,0.0750,1,1,1,1,1,1
1265,1,1,0.1333,0.0776,0.0090,1,1,1,1,1,1
1266,1,1,0.1127,0.0818,0,1,1,1,1,1,1
1267,1,1,0.0975,0.076,0,1,1,1,1,1,1
1268,1,1,0.0931,0.064,0,1,1,1,1,1,1
1269,1,1,0.0954,0.0571,0,1,1,1,1,1,1
1270,1,1,0.0952,0.0546,0,1,1,1,1,1,1
1271,1,1,0.0966,0.0524,0,1,1,1,1,1,1
1272,1,1,0.0983,0.0481,0,1,1,1,1,1,1
1273,1,1,0.0927,0.0409,0,1,1,1,1,1,1
1274,1,1,0.0775,0.0332,0,1,1,1,1,1,1
1275,1,1,0.0545,0.0268,0,1,1,1,1,1,1
1276,1,1,0.031,0.0226,0,1,1,1,1,1,1
1277,1,1,0.0137,0.0234,0,1,1,1,1,1,1
1278,1,1,0.0053,0.0281,0,1,1,1,1,1,1
1279,1,1,0.0037,0.0326,0.0560,1,1,1,1,1,1
1280,1,1,0.0047,0.0341,0.1960,1,1,1,1,1,1
1281,1,1,0.0056,0.05,0.3180,1,1,1,1,1,1
1282,1,1,0.0065,0.0793,0.4040,1,1,1,1,1,1
1283,1,1,0.0071,0.1051,0.4480,1,1,1,1,1,1
1284,1,1,0.0073,0.1305,0.4450,1,1,1,1,1,1
1285,1,1,0.0076,0.1526,0.3880,1,1,1,1,1,1
1286,1,1,0.0095,0.169,0.2930,1,1,1,1,1,1
1287,1,1,0.0138,0.1825,0.1820,1,1,1,1,1,1
1288,1,1,0.0221,0.1878,0.0760,1,1,1,1,1,1
1289,1,1,0.0333,0.17,0.0050,1,1,1,1,1,1
1290,1,1,0.0459,0.1782,0,1,1,1,1,1,1
1291,1,1,0.056,0.2062,0,1,1,1,1,1,1
1292,1,1,0.0675,0.2303,0,1,1,1,1,1,1
1293,1,1,0.0844,0.2561,0,1,1,1,1,1,1
1294,1,1,0.1149,0.2803,0,1,1,1,1,1,1
1295,1,1,0.1738,0.2881,0,1,1,1,1,1,1
1296,1,1,0.2662,0.2973,0,1,1,1,1,1,1
1297,1,1,0.3908,0.3104,0,1,1,1,1,1,1
1298,1,1,0.5196,0.3146,0,1,1,1,1,1,1
1299,1,1,0.6195,0.3134,0,1,1,1,1,1,1
1300,1,1,0.685,0.2886,0,1,1,1,1,1,1
1301,1,1,0.7257,0.2647,0,1,1,1,1,1,1
1302,1,1,0.7437,0.2553,0,1,1,1,1,1,1
1303,1,1,0.7311,0.2442,0.0420,1,1,1,1,1,1
1304,1,1,0.6961,0.2314,0.1720,1,1,1,1,1,1
1305,1,1,0.6471,0.2587,0.2930,1,1,1,1,1,1
1306,1,1,0.6096,0.285,0.3770,1,1,1,1,1,1
1307,1,1,0.6007,0.2842,0.4090,1,1,1,1,1,1
1308,1,1,0.6098,0.2652,0.4080,1,1,1,1,1,1
1309,1,1,0.6115,0.2424,0.3750,1,1,1,1,1,1
1310,1,1,0.5888,0.2202,0.3110,1,1,1,1,1,1
1311,1,1,0.5456,0.2021,0.2240,1,1,1,1,1,1
1312,1,1,0.4972,0.1688,0.1160,1,1,1,1,1,1
