hour,total_demand
994,45109.00
995,47662.50
996,49702.00
997,49215.75
998,48041.00
999,47038.50
1000,46686.75
1001,46394.25
1002,47192.25
1003,48130.50
1004,47870.25
1005,47126.50
1006,46736.00
1007,46416.50
1008,43424.50
1009,47721.75
1010,46193.50
1011,45241.00
1012,45545.75
1013,47488.50
1014,51578.50
1015,59858.75
1016,65376.25
1017,67420.00
1018,68033.50
1019,69305.50
1020,70241.00
1021,70117.75
1022,69792.75
1023,68453.25
1024,66797.00
1025,65403.25
1026,65264.00
1027,65657.75
1028,66859.50
1029,63557.25
1030,58953.50
1031,54666.25
1032,50056.25
1033,46993.00
1034,45768.50
1035,44837.75
1036,45245.75
1037,46983.00
1038,51323.25
1039,59888.75
1040,65000.50
1041,66711.50
1042,66730.75
1043,68119.75
1044,69440.75
1045,69251.25
1046,67867.75
1047,66209.00
1048,65039.25
1049,64191.50
1050,64284.00
1051,64296.00
1052,65771.50
1053,63157.00
1054,59080.00
1055,55121.75
1056,50838.00
1057,47479.25
1058,45543.50
1059,44228.75
1060,43707.50
1061,43523.75
1062,42113.25
1063,41869.25
1064,44082.50
1065,47063.00
1066,49832.75
1067,51936.00
1068,53460.75
1069,52807.50
1070,50739.25
1071,48865.75
1072,48147.75
1073,47712.25
1074,49206.50
1075,50942.00
1076,53180.50
1077,51248.75
1078,48867.75
1079,46833.25
1080,43396.75
1081,40669.25
1082,38977.00
1083,38537.25
1084,38882.00
1085,40260.50
1086,43375.50
1087,50163.00
1088,55044.00
1089,57574.50
1090,59202.00
1091,60066.50
1092,61401.50
1093,61380.50
1094,60046.50
1095,58526.25
1096,57647.75
1097,57526.75
1098,58158.00
1099,59009.25
1100,60604.75
1101,57650.25
1102,54127.50
1103,50710.50
1104,47271.50
1105,44827.25
1106,43333.50
1107,42194.00
1108,42134.75
1109,42815.50
1110,43446.75
1111,45370.25
1112,48043.00
1113,51003.75
1114,53883.00
1115,55163.25
1116,56298.00
1117,55832.50
1118,54009.00
1119,52224.25
1120,51625.00
1121,51152.00
1122,51947.50
1123,53088.25
1124,54878.25
1125,52309.75
1126,49443.50
1127,47406.00
1128,44452.50
1129,42409.00
1130,39726.75
1131,38872.75
1132,39119.75
1133,39344.00
1134,39470.00
1135,39633.00
1136,40916.25
1137,44041.25
1138,47345.00
1139,49911.75
1140,52348.50
1141,52652.50
1142,51146.50
1143,50414.00
1144,49712.00
1145,49883.75
1146,51209.00
1147,53252.50
1148,54812.00
1149,52638.75
1150,50429.00
1151,49280.75
1152,46320.00
1153,43582.00
1154,41655.25
1155,40914.25
1156,41235.25
1157,43104.25
1158,47899.25
1159,57429.00
1160,63521.50
1161,65953.00
1162,66187.25
1163,66792.25
1164,67481.00
1165,67093.25
1166,66365.25
1167,64452.00
1168,63462.00
1169,62487.50
1170,62888.00
1171,64444.00
1172,66496.25
1173,63144.50
1174,59481.75
1175,55620.50
1176,51034.00
1177,47797.25
1178,46529.50
1179,45848.00
1180,46641.50
1181,48357.50
1182,52599.25
1183,60553.50
1184,66842.75
1185,68841.00
1186,69407.75
1187,70078.50
1188,71287.50
1189,70411.00
1190,69508.00
1191,67967.00
1192,66739.00
1193,65625.00
1194,65853.75
1195,66722.75
1196,67839.50
1197,64054.50
1198,59987.50
1199,56292.00
1200,52254.75
1201,49587.50
1202,48078.50
1203,46981.00
1204,47704.75
1205,49802.50
1206,53587.00
1207,61030.50
1208,66483.00
1209,68224.50
1210,68490.50
1211,69677.25
1212,70852.75
1213,70210.50
1214,69467.00
1215,68145.75
1216,66833.00
1217,65309.25
1218,65057.00
1219,65988.00
1220,67161.00
1221,63712.75
1222,59973.75
1223,56356.50
1224,52052.25
1225,49195.00
1226,47692.25
1227,46800.25
1228,47450.50
1229,49067.00
1230,52777.25
1231,60613.25
1232,65979.75
1233,68018.50
1234,68852.75
1235,69965.00
1236,71006.00
1237,70400.75
1238,70241.50
1239,69098.00
1240,67787.25
1241,66337.75
1242,66153.25
1243,66946.00
1244,68420.25
1245,65447.50
1246,61960.50
1247,58224.50
1248,54521.00
1249,51315.25
1250,49517.00
1251,48624.75
1252,49065.25
1253,50542.25
1254,54110.00
1255,62039.00
1256,68091.00
1257,70494.75
1258,70870.50
1259,70960.50
1260,71431.00
1261,71040.00
1262,70045.75
1263,68186.00
1264,66628.50
1265,65566.00
1266,66154.00
1267,67479.75
1268,68119.00
1269,63994.75
1270,60135.25
1271,56885.00
1272,53172.00
1273,50043.00
1274,48101.75
1275,46882.50
1276,46469.00
1277,46586.00
1278,47349.50
1279,49003.75
1280,51631.00
1281,54404.50
1282,56569.50
1283,58204.50
1284,59232.25
1285,58620.50
1286,56287.00
1287,54749.50
1288,53347.50
1289,52949.25
1290,53389.50
1291,55438.50
1292,56078.50
1293,52754.00
1294,50043.00
1295,47736.00
1296,44629.00
1297,41918.25
1298,39741.25
1299,38308.25
1300,37682.75
1301,38017.00
1302,38599.25
1303,39870.50
1304,41713.75
1305,44653.00
1306,47928.25
1307,50141.75
1308,52011.50
1309,51845.25
1310,49299.25
1311,47845.25
1312,47539.25
1313,47889.25
1314,49890.50
1315,53875.25
1316,56795.75
1317,55114.75
1318,52872.00
1319,51436.75
1320,48392.25
1321,45876.25
1322,43975.00
1323,42910.25
1324,42658.50
1325,44444.50
1326,49380.75
1327,58054.25
1328,64275.75
1329,66356.50
1330,66719.50
1331,67511.25
1332,67811.50
1333,67127.75
1334,66557.75
1335,64970.75
1336,63610.00
1337,62218.00
1338,63014.00
1339,65242.25
1340,67599.50
1341,63965.25
1342,59899.25
1343,55623.25
1344,51415.25
