hour,total_demand
141,71223.04405737706
142,71223.04405737706
143,76701.73975409837
144,76701.73975409837
145,64188.72336065574
146,59603.81454918033
147,55018.90573770492
148,55018.90573770492
149,55018.90573770492
150,50433.99692622952
151,45849.0881147541
152,41264.179303278695
153,36679.27049180328
154,32094.36168032787
155,29801.907274590165
156,27509.45286885246
157,27509.45286885246
158,29801.907274590165
159,32094.36168032787
160,36679.27049180328
161,41264.179303278695
162,45849.0881147541
163,50433.99692622952
164,55018.90573770492
165,59603.81454918033
166,59603.81454918033
167,64188.72336065574
168,64188.72336065574
169,60483.84426229508
170,56163.569672131154
171,51843.29508196721
172,51843.29508196721
173,51843.29508196721
174,47523.02049180329
175,43202.74590163935
176,38882.47131147542
177,34562.19672131148
178,30241.92213114754
179,28081.784836065577
180,25921.647540983606
181,25921.647540983606
182,28081.784836065577
183,30241.92213114754
184,34562.19672131148
185,38882.47131147542
186,43202.74590163935
187,47523.02049180329
188,51843.29508196721
189,56163.569672131154
190,56163.569672131154
191,60483.84426229508
192,60483.84426229508
193,74512.1024590164
194,69189.80942622952
195,63867.516393442624
196,63867.516393442624
197,63867.516393442624
198,58545.22336065575
199,53222.93032786886
200,47900.63729508198
201,42578.34426229508
202,37256.0512295082
203,34594.90471311476
204,31933.758196721312
205,31933.758196721312
206,34594.90471311476
207,37256.0512295082
208,42578.34426229508
209,47900.63729508198
210,53222.93032786886
211,58545.22336065575
212,63867.516393442624
213,69189.80942622952
214,69189.80942622952
215,74512.1024590164
216,74512.1024590164
217,77263.41803278688
218,71744.6024590164
219,66225.7868852459
220,66225.7868852459
221,66225.7868852459
222,60706.97131147542
223,55188.155737704925
224,49669.34016393444
225,44150.524590163935
226,38631.70901639344
227,35872.3012295082
228,33112.89344262295
229,33112.89344262295
230,35872.3012295082
231,38631.70901639344
232,44150.524590163935
233,49669.34016393444
234,55188.155737704925
235,60706.97131147542
236,66225.7868852459
237,71744.6024590164
238,71744.6024590164
239,77263.41803278688
240,77263.41803278688
241,75829.33606557378
242,70412.95491803279
243,64996.5737704918
244,64996.5737704918
245,64996.5737704918
246,59580.19262295083
247,54163.81147540984
248,48747.43032786886
249,43331.04918032787
250,37914.66803278689
251,35206.477459016394
252,32498.2868852459
253,32498.2868852459
254,35206.477459016394
255,37914.66803278689
256,43331.04918032787
257,48747.43032786886
258,54163.81147540984
259,59580.19262295083
260,64996.5737704918
261,70412.95491803279
262,70412.95491803279
263,75829.33606557378
264,75829.33606557378
265,74401.70901639345
266,69087.3012295082
267,63772.893442622946
268,63772.893442622946
269,63772.893442622946
270,58458.48565573771
271,53144.077868852466
272,47829.67008196722
273,42515.26229508197
274,37200.854508196724
275,34543.6506147541
276,31886.446721311473
277,31886.446721311473
278,34543.6506147541
279,37200.854508196724
280,42515.26229508197
281,47829.67008196722
282,53144.077868852466
283,58458.48565573771
284,63772.893442622946
285,69087.3012295082
286,69087.3012295082
287,74401.70901639345
288,74401.70901639345
289,72714.5512295082
290,67520.65471311475
291,62326.75819672131
292,62326.75819672131
293,62326.75819672131
294,57132.86168032788
295,51938.96516393443
296,46745.06864754099
297,41551.17213114754
298,36357.2756147541
299,33760.327356557376
300,31163.379098360656
301,31163.379098360656
302,33760.327356557376
303,36357.2756147541
304,41551.17213114754
305,46745.06864754099
306,51938.96516393443
307,57132.86168032788
308,62326.75819672131
309,67520.65471311475
310,67520.65471311475
311,72714.5512295082
312,72714.5512295082
313,62595.21926229508
314,58124.132172131154
315,53653.04508196721
316,53653.04508196721
317,53653.04508196721
318,49181.95799180329
319,44710.87090163935
320,40239.78381147542
321,35768.69672131148
322,31297.60963114754
323,29062.066086065577
324,26826.522540983606
325,26826.522540983606
326,29062.066086065577
327,31297.60963114754
328,35768.69672131148
329,40239.78381147542
330,44710.87090163935
331,49181.95799180329
332,53653.04508196721
333,58124.132172131154
334,58124.132172131154
335,62595.21926229508
336,62595.21926229508
