hour,biomasse,wasserkraft,wind_offshore,wind_onshore,photovoltaik,sonstige_erneuerbare,braunkohle,steinkohle,erdgas,pumpspeicher,sonstige_konventionelle,EV_charge,EV_discharge,EV_storage,DSM_up,DSM_down
193,0.0,0.0,890.3596311475412,0.0,35894.70286051418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,470.9887378464773,0.0
194,0.0,0.0,0.0,0.0,33623.9159752684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,970.9887378463609,0.0
195,0.0,0.0,0.0,0.0,16352.068647540986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15581.68954918033,0.0
196,0.0,0.0,0.0,0.0,29218.024581825663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.733614895653,0.0
197,0.0,0.0,0.0,0.0,29218.024581825775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.73361489554,0.0
198,0.0,0.0,0.0,0.0,15859.350409836075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,13413.261270491803,0.0
199,0.0,0.0,0.0,0.0,44495.813524590165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17884.34836065574
200,0.0,0.0,0.0,0.0,21930.35347526839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2019.9651722725976,0.0
201,0.0,0.0,0.0,0.0,8398.60245901639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12890.56967213115,0.0
202,0.0,0.0,0.0,0.0,35815.451844262294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17187.426229508197
203,0.0,0.0,0.0,0.0,35917.16410519127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,18619.711748633887
204,0.0,0.0,0.0,0.0,927.8811475409802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15038.997950819677,0.0
205,0.0,0.0,0.0,0.0,15504.306344120732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.5727542399254,0.0
206,0.0,0.0,0.0,0.0,16834.87960231757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.572754239809,0.0
207,0.0,0.0,0.0,0.0,2080.695696721308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16547.329918032792,0.0
208,0.0,0.0,0.0,0.0,30274.756222584947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,8985.584091437406
209,0.0,0.0,0.0,0.0,47421.30362021859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,23470.984972677597
210,0.0,0.0,0.0,0.0,10362.32172131148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16249.14344262295,0.0
211,0.0,0.0,0.0,0.0,36089.31863920271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874838
212,0.0,0.0,0.0,0.0,38750.46515559626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874944
213,0.0,0.0,0.0,0.0,34352.98258196722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,241.92213114754122,0.0
214,0.0,0.0,0.0,0.0,34123.91597526828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,470.9887378464773,0.0
215,0.0,0.0,390.3596311475412,0.0,35894.7028605143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,970.9887378463609,0.0
216,0.0,0.0,21674.36168032787,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15581.68954918033,0.0
217,0.0,0.0,21.272540983605722,0.0,35894.70286051418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.733614895653,0.0
218,0.0,0.0,0.0,0.0,33156.567614612664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.73361489554,0.0
219,0.0,0.0,0.0,0.0,19699.63217213115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,13413.261270491803,0.0
220,0.0,0.0,0.0,0.0,50997.241803278695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17884.34836065574
221,0.0,0.0,0.0,0.0,31092.928270350356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2019.9651722725976,0.0
222,0.0,0.0,0.0,0.0,17462.915983606563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12890.56967213115,0.0
223,0.0,0.0,0.0,0.0,44781.50409836066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17187.426229508197
224,0.0,0.0,0.0,0.0,43454.38183060111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,18619.711748633887
225,0.0,0.0,0.0,0.0,7036.264344262294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15038.997950819677,0.0
226,0.0,0.0,0.0,0.0,18853.281753956795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.5727542399254,0.0
227,0.0,0.0,0.0,0.0,17473.57786051429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.572754239809,0.0
228,0.0,0.0,0.0,0.0,9.116803278684529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16547.329918032792,0.0
229,0.0,0.0,0.0,0.0,25542.030812748882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,8985.584091437406
230,0.0,0.0,0.0,0.0,41407.135587431694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,23470.984972677597
231,0.0,0.0,0.0,0.0,3066.7110655737706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16249.14344262295,0.0
232,0.0,0.0,0.0,0.0,28891.96925395681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874838
233,0.0,0.0,0.0,0.0,31651.377040842162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874944
234,0.0,0.0,0.0,0.0,27352.15573770492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,241.92213114754122,0.0
235,0.0,0.0,0.0,0.0,29882.496917891236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,470.9887378464773,0.0
236,0.0,0.0,0.0,0.0,32141.904704776593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,970.9887378463609,0.0
237,0.0,0.0,0.0,0.0,20290.61168032787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15581.68954918033,0.0
238,0.0,0.0,0.0,0.0,33156.56761461255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.733614895653,0.0
239,0.0,0.0,21.272540983598446,0.0,35894.7028605143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.73361489554,0.0
240,0.0,0.0,25218.447745901638,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,13413.261270491803,0.0
241,0.0,0.0,19904.313532928456,0.0,35894.70286051418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17884.34836065574
242,0.0,0.0,0.0,0.0,33186.5122867438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2019.9651722725976,0.0
243,0.0,0.0,0.0,0.0,19607.71721311475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12890.56967213115,0.0
244,0.0,0.0,0.0,0.0,49685.71311475409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17187.426229508197
245,0.0,0.0,0.0,0.0,51117.99863387979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,18619.711748633887
246,0.0,0.0,0.0,0.0,14751.098360655742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15038.997950819677,0.0
247,0.0,0.0,0.0,0.0,26619.332983464996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.5727542399254,0.0
248,0.0,0.0,0.0,0.0,23911.14240969462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.572754239809,0.0
249,0.0,0.0,0.0,0.0,5118.194672131143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16547.329918032792,0.0
250,0.0,0.0,0.0,0.0,27942.918107830854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,8985.584091437406
251,0.0,0.0,0.0,0.0,41074.223702185795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,23470.984972677597
252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16249.14344262295,0.0
253,0.0,0.0,0.0,0.0,23065.850401497788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874838
254,0.0,0.0,0.0,0.0,24419.94568838314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874944
255,0.0,0.0,0.0,0.0,18715.411885245907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,241.92213114754122,0.0
256,0.0,0.0,0.0,0.0,21194.53585231746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,470.9887378464773,0.0
257,0.0,0.0,0.0,0.0,23402.72642608807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,970.9887378463609,0.0
258,0.0,0.0,0.0,0.0,11500.216188524591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15581.68954918033,0.0
259,0.0,0.0,0.0,0.0,27074.362696579767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.733614895653,0.0
260,0.0,0.0,0.0,0.0,29782.55327035036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.73361489554,0.0
261,0.0,0.0,0.0,0.0,21793.21618852459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,13413.261270491803,0.0
262,0.0,0.0,0.0,0.0,53090.82581967213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17884.34836065574
263,0.0,0.0,0.0,0.0,35894.7028605143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2019.9651722725976,0.0
264,0.0,0.0,25024.098360655746,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12890.56967213115,0.0
265,0.0,0.0,18493.577877190735,0.0,35894.70286051418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17187.426229508197
266,0.0,0.0,0.0,0.0,53163.36236338799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,18619.711748633887
267,0.0,0.0,0.0,0.0,16847.4487704918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15038.997950819677,0.0
268,0.0,0.0,0.0,0.0,31423.87396707155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.5727542399254,0.0
269,0.0,0.0,0.0,0.0,31423.873967071668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.572754239809,0.0
270,0.0,0.0,0.0,0.0,12681.912909836065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16547.329918032796,0.0
271,0.0,0.0,0.0,0.0,35557.62302586365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,8985.584091437413
272,0.0,0.0,0.0,0.0,47385.82001366121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,23470.984972677594
273,0.0,0.0,0.0,0.0,5008.4877049180395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16249.14344262295,0.0
274,0.0,0.0,0.0,0.0,25417.1342129732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874838
275,0.0,0.0,0.0,0.0,24088.532266251994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874944
276,0.0,0.0,0.0,0.0,15701.301229508197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,241.92213114754122,0.0
277,0.0,0.0,0.0,0.0,15472.234622809261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,470.9887378464773,0.0
278,0.0,0.0,0.0,0.0,16300.83656953069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,970.9887378463609,0.0
279,0.0,0.0,0.0,0.0,3018.7377049180323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15581.68954918033,0.0
280,0.0,0.0,0.0,0.0,18541.897532645336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.733614895653,0.0
281,0.0,0.0,0.0,0.0,21199.101426088073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.73361489554,0.0
282,0.0,0.0,0.0,0.0,13158.777663934434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,13413.261270491803,0.0
283,0.0,0.0,0.0,0.0,47113.5911885246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17884.34836065574
284,0.0,0.0,0.0,0.0,29866.48154903888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2019.9651722725976,0.0
285,0.0,0.0,0.0,0.0,21653.08094262295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12890.56967213115,0.0
286,0.0,0.0,0.0,0.0,51731.076844262294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17187.426229508197
287,0.0,0.0,19925.863396316316,0.0,35894.7028605143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,18619.711748633887
288,0.0,0.0,22161.856557377047,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15038.997950819677,0.0
289,0.0,0.0,0.0,0.0,35894.70286051418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.5727542399254,0.0
290,0.0,0.0,0.0,0.0,33297.75460231757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.572754239809,0.0
291,0.0,0.0,0.0,0.0,14616.049180327864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16547.329918032796,0.0
292,0.0,0.0,0.0,0.0,40148.96318979807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,8985.584091437413
293,0.0,0.0,0.0,0.0,54634.36407103825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,23470.984972677594
294,0.0,0.0,0.0,0.0,12317.287397540993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16249.14344262295,0.0
295,0.0,0.0,0.0,0.0,32786.18954084205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874838
296,0.0,0.0,0.0,0.0,30189.24128264544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874944
297,0.0,0.0,0.0,0.0,20533.66393442623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,241.92213114754122,0.0
298,0.0,0.0,0.0,0.0,17707.649069530577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,470.9887378464773,0.0
299,0.0,0.0,0.0,0.0,15909.174940432327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,970.9887378463609,0.0
300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15581.68954918033,0.0
301,0.0,0.0,0.0,0.0,12865.955934284677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.733614895653,0.0
302,0.0,0.0,0.0,0.0,14164.430063383148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.73361489554,0.0
303,0.0,0.0,0.0,0.0,4765.376536885251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,13413.261270491803,0.0
304,0.0,0.0,0.0,0.0,38659.934426229505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17884.34836065574
305,0.0,0.0,0.0,0.0,21352.569151497897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2019.9651722725976,0.0
306,0.0,0.0,0.0,0.0,13078.912909836065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12890.56967213115,0.0
307,0.0,0.0,0.0,0.0,45753.85706967214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17187.426229508197
308,0.0,0.0,0.0,0.0,49783.09084699454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,18619.711748633887
309,0.0,0.0,0.0,0.0,18721.3294057377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15038.997950819677,0.0
310,0.0,0.0,0.0,0.0,33297.75460231745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.5727542399254,0.0
311,0.0,0.0,0.0,0.0,35894.7028605143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.572754239809,0.0
312,0.0,0.0,19809.945696721312,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,16547.329918032796,0.0
313,0.0,0.0,4388.490862070772,0.0,35894.70286051418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,8985.584091437413
314,0.0,0.0,0.0,0.0,52533.05105874318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,23470.984972677597
315,0.0,0.0,0.0,0.0,10577.379098360652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16249.143442622953,0.0
316,0.0,0.0,0.0,0.0,33643.22949985844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874838
317,0.0,0.0,0.0,0.0,33643.22949985855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,6816.706958874944
318,0.0,0.0,0.0,0.0,24349.056864754108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.92213114754122,0.0
319,0.0,0.0,0.0,0.0,21884.4467129732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,470.9887378464773,0.0
320,0.0,0.0,0.0,0.0,19148.903167891352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,970.9887378463609,0.0
321,0.0,0.0,0.0,0.0,2302.6588114754086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15581.68954918033,0.0
322,0.0,0.0,0.0,0.0,12933.07120067812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.733614895653,0.0
323,0.0,0.0,0.0,0.0,11815.29942813725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2715.73361489554,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,13413.261270491803,0.0
325,0.0,0.0,0.0,0.0,31297.60963114754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17884.34836065574
326,0.0,0.0,0.0,0.0,12511.067870760193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2019.9651722725976,0.0
327,0.0,0.0,0.0,0.0,2758.235143442622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12890.56967213115,0.0
328,0.0,0.0,0.0,0.0,35071.774590163935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,17187.426229508197
329,0.0,0.0,0.0,0.0,38739.6036543716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,18619.711748633887
330,0.0,0.0,0.0,0.0,7316.4375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,15038.997950819677,0.0
331,0.0,0.0,0.0,0.0,24128.406241661723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.5727542399254,0.0
332,0.0,0.0,0.0,0.0,26363.949786743797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,462.572754239809,0.0
333,0.0,0.0,0.0,0.0,12514.736168032785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16547.329918032796,0.0
334,0.0,0.0,0.0,0.0,38047.65017750299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,8985.584091437413
335,0.0,0.0,18873.891743310844,0.0,35894.7028605143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,23470.9849726776
336,0.0,0.0,14048.466188524588,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,16249.143442622957,0.0
